laptops_href,productname,price,detail_product,photo_url,rating
https://www.daraz.pk/products/c720-4gb-ssd-128gb-10-i385133849-s1905364485.html?search=1,Acer C720 ChromeBook Laptop - 4GB RAM / 128GB SSD Storage - Windows 10 Installed - Long Battery Life,"Rs. 18,650","Intel Celeron 2955U 1.4 GHz (2 MB Cache)4GB DDR3L SDRAM128 GB Solid-State Drive11.6-Inch Screen, Intel HD Graphics, HDMI outputChrome, 8.5-hour battery lifeBest for Online ClassesZoom App can be easily installedHigh Defination Web Cam for Video ConferencingBuilt-in dual band Wi-Fi 802.11 a/b/g/nLong Lasting BatteryCondition : Imported Stock - Good Condition (But not Box Pack)HDMI SupportUSB 3.0With branded Charger and Power CableWindows 10 Pre InstalledCondition : Good Condition - Imported stock - Minor Used (Not Box Pack) Intel Celeron processor 2955U Intel HD Graphics 4 GB DDR3 Low Voltage RAM 16 GB SSD Acer Nplify 802.11a/b/g/n wireless Bluetooth 4.0 Acer Crystal Eye HD Webcam 3-cell Li-Polymer Battery 100 GB Google Drive cloud storage Google Chrome Operating System.Best for online or offline work or Classes. Slim Laptop with windows 10 Preinstalled. Storage can also be increased by adding SSD Card.Please note that :These are imported pieces in very good condition and perfectly working but not box packSpecifications of Acer C720 ChromeBook Laptop - 4GB RAM / 128GB SSD Storage - Windows 10 Installed - Long Battery Life Brand  No Brand SKU  385133849_PK-1905364485 Display Size  Below 32 Inches No. of USB 2.0 Ports  2 Operating System  Windows Graphics Memory  2gbWhat’s in the box1x Power Cable, 1x Power Adapter, 1x Acer C720/C740 laptop",https://static-01.daraz.pk/p/efe23536cb4d52c2648a542464a11566.jpg_750x750.jpg_.webp,
https://www.daraz.pk/products/acer-aspire-5250-laptop-amd-e-350-processor-4gb-ram-ddr3-250gb-hdd-156-screen-size-i430499699-s2052476282.html?search=1,"ACER ASPIRE 5250 LAPTOP | AMD E-350 PROCESSOR | 4GB RAM DDR3 | 250GB HDD | 15.6"" SCREEN SIZE","Rs. 17,200","AMD PROCESSOR E-350 1.6 GHZ4GB RAM DDR3250GB HDD15.6"" SCREEN SIZEDVD ROMCHARGERACER ASPIRE 5250 SPECS :
AMD PROCESSOR E-350 1.6 GHZ4GB RAM DDR3250GB HDD15.6"" SCREEN SIZEDVD ROMCHARGERSpecifications of ACER ASPIRE 5250 LAPTOP | AMD E-350 PROCESSOR | 4GB RAM DDR3 | 250GB HDD | 15.6"" SCREEN SIZE Brand  No Brand SKU  430499699_PK-2052476282 Display Size  Below 32 Inches Memory Type  4GB RAM DDR3 Graphics Memory  AMD Storage Speed  250GB HDD Battery Type  1-2 hour back up No. of Battery Cells  6 cell Backlit Keyboard  No No. of USB 2.0 Ports  3 No. of USB 3.0 Ports  NULL Input Output ports  LAN No. of USB 3.1 Ports  NULL AC Adapter  Yes No. of HDMI Ports  NULL No. of VGA Ports  1 Graphic Card  AMD Card Reader  2-in-1 Dimensions  N/A Processor  AMD Hard Disk (GB)  250GB CPU Speed (GHz)  1.66GHz Operating System  Windows Screen Resolution  1366x768What’s in the box1x Acer aspire 5250 laptop with charger",https://static-01.daraz.pk/p/1adbc1e1b6b42bc64c1e35a68f0517d1.jpg_750x750.jpg_.webp,
https://www.daraz.pk/products/daraz-like-new-laptops-hp-chromebook-14-4gb-ram-16gb-rom-playstore-supported-14-inch-hd-display-best-battery-backup-free-laptop-bag-i427369666-s2029321272.html?search=1,Daraz Like New Laptops - Hp Chromebook 14 - 4GB Ram - 16GB Rom - Playstore Supported - 14 inch HD Display - Best Battery Backup -  Free Laptop Bag,"Rs. 19,999","Hp Chromebook 14 G4Playstore SupportedIntel Celeron N2840 / 2.16 GHzMemory 4GB RamStorage 16GB RomDisplay Size 14.1 InchAnti-Glare IPS DisplayCompany Fitted CameraUSB Ports, HDMI Port, Headphone JackUltra Slim Smart LaptopBattery Backup Minimum 2 Hours6 Month Warranty (T&C apply)A preinstalled operating systemWarranty is void in the eventof improper use, negligence and forceful damage by the customer.Warranty means repair or replacementwarranty.Anyissues related to windows/ Operating systems and drivers must be claimedthrough warranty.Proof of Purchase must be require forwarranty claim.Warranty does not cover burned, brokendeformed, water damage, sound distortion.No display / screen, touch, keyboard &buttons warranty.Warranty will be void if security sticker /seals are removed.Battery Backup: 1.5 hours (90 minutes)battery backupCharger may not be original butcompatibleExpect minor scratches, dent on the body andminor spots on the screen as these are American used laptopsSpecifications of Daraz Like New Laptops - Hp Chromebook 14 - 4GB Ram - 16GB Rom - Playstore Supported - 14 inch HD Display - Best Battery Backup -  Free Laptop Bag Brand  HP SKU  427369666_PK-2029321272 Generation  Not Specified Memory Type  4 GB RAM Graphics Memory  12mb Storage Speed  16 GB ROM Warranty Policy EN  45 Days Months Software & Service + 45 Days Battery WarrantyWhat’s in the boxLaptop, Charger & Laptop Bag",https://static-01.daraz.pk/p/0f5f97b5c4604d58068bc61184e03919.jpg_750x750.jpg_.webp,
https://www.daraz.pk/products/hp-840-g3-6th-i5-8-gb-14-14-gb-hdd-ssd-256-gb-i257191534-s1474060754.html?search=1,HP EliteBook 840 G3 ( TOUCHSCREEN) - Core i5 6th Generation - 8 GB RAM - 256 GB SSD with 500GB HDD - 14inch Screen - FREE LAPTOP BAG,"Rs. 58,999","BrandHPSeriesHP. EliteBookModelElitebook 840 G3OS VersionWindows 10ProcessorCore i5 6th GenerationProcessor Speed6300U Core i5 2.4GHz upto 3.0GHz 6th GenerationProcessor Cache3 MBScreen Size14 inch Multi Touch ScreenScreen Resolution1920 x 1080 :Full HD LEDRam8 GBRam TypeDDR4Max Ram32GBSSD256GBGraphics CardIntegrated GraphicsGraphics Card DetailsIntel HD 520Graphics Card MemorySystem SharedLanYesWifiYes , N SeriesWebcamYes, HD CamFinger Print ReaderYesBacklit KeyboardYesSpill ResistantYesUSB 32 PortsUSB Type C1 PortVGA PortYesHDMIDisplay PortBrandHPSeriesHP. EliteBookModelElitebook 840 G3OS VersionWindows 10ProcessorCore i5 6th GenerationProcessor Speed6300U Core i5 2.4GHz upto 3.0GHz 6th GenerationProcessor Cache3 MBScreen Size14 inch Multi Touch ScreenScreen Resolution1920 x 1080 :Full HD LEDRam8 GBRam TypeDDR4Max Ram32GBSSD256GBGraphics CardIntegrated GraphicsGraphics Card DetailsIntel HD 520Graphics Card MemorySystem SharedLanYesWifiYes , N SeriesWebcamYes, HD CamFinger Print ReaderYesBacklit KeyboardYesSpill ResistantYesUSB 32 PortsUSB Type C1 PortVGA PortYesHDMIDisplay PortSpecifications of HP EliteBook 840 G3 ( TOUCHSCREEN) - Core i5 6th Generation - 8 GB RAM - 256 GB SSD with 500GB HDD - 14inch Screen - FREE LAPTOP BAG Brand  HP SKU  257191534_PK-1474060754 Display Size  Below 32 Inches Memory Type  SSD Graphics Memory  2GB INTEL SHARED Storage Speed  GOOD Battery Type  LITHIUM No. of Battery Cells  3 Backlit Keyboard  No No. of USB 2.0 Ports  1 No. of USB 3.0 Ports  1 Input Output ports  USB 2.0 No. of USB 3.1 Ports  1 AC Adapter  Yes No. of HDMI Ports  1 No. of VGA Ports  1 Graphic Card  Intel Card Reader  2-in-1 Dimensions  33.8 x 23.7 x 2.02 cm (13.3 x 9.33 x 0.80 in) Processor  Intel Core i5 Hard Disk (GB)  256GB CPU Speed (GHz)  2-3GHz Operating System  Windows Screen Resolution  HDWhat’s in the box1X1 LAPTOP 1X1 CHARGER 1X1 BAG 1X1 BOX",https://static-01.daraz.pk/p/18719ff6b93552313dc9a241cd1aa8aa.jpg_750x750.jpg_.webp,
https://www.daraz.pk/products/11-3181-hd-116-32gb-emmc-os-i280252126-s1508230264.html?search=1,"Dell Inspiron Chromebook 11 3100-11.6"" HD -Intel Celeron N4000-4GB - 32GB eMMC - Play Store - Chrome OS - Black","Rs. 16,000","ntel Celeron N4000 Processor (2 core, 2.6GHz, 4M Cache, 6W) 2 USB Type-C, 2 USB 3.14GB 2400MHz LPDDR4 Non-ECC32GB eMMC hard drive11.6"" Hd (1366 x 768) embedded touch, camera & Microphone, WLAN capableIntel Dual Band Wireless AC 9560 (802.11AC) 2x2 plus Bluetooth 5.0Type-C Charging PortIntel HD Graphics 600With Play Store, Google Chrome OSUS Imported Stock (Refurbished)DELL Chromebook 11 3100Intel® Celeron® Processor N40004M Cache, 1.40 GHzIntel HD Graphics4GB DDR4 SDRAM32GB eMMC Storage11.6-inch LCD Display (1366x768)720p HD WebcamBluetooth 4.0Wireless Dual Band 802.11a/b/b/n WLANSD Card Reader3-Cell Battery upto 5 hour backupChrome OSGood past the last bellWith at least 10 hours of battery life, this trusty PC gets kids through even the longest school days.Designed to be kid-proofThe Chromebook 3180 Education laptop comes with a sealed, spill-resistant keyboard, rubberized edges and Drop Protection, so it can withstand lockers, lunchrooms, backpacks and buses.Collaborative constructionA 180-degree hinge allows the system to lay flat, making it easier to share content on the Corning Gorilla Glass screen with up to 10x higher scratch resistance.One machine to charge them all.The optional mobile computing cart with a space-saving design makes it easy to charge, manage, and store up to 36 systems at once. An LED light lets teachers easily see that all devices are actively charging.Google gives you more.Evolved for modern educationThe Chromebook G Suite for Education features a wealth of Google apps for students and teachers, including Classroom. This core feature keeps students organized and in touch and allows teachers to create, distribute and grade assignments simply and in one place.Learning lit upImprove student-teacher engagement with the Dell Activity Light, an innovative 3-color LED. It provides a visual indicator that allows non-disruptive communication.Ports & Slots1. Combo headphone/microphone jack  2. Noble Wedge Lock slot  3. Dell Activity Light 4. AC Power  5. USD Card Reader  6. Full Size HDMI  7. 2 USB 3.1 Gen1Specifications of Dell Inspiron Chromebook 11 3100-11.6"" HD -Intel Celeron N4000-4GB - 32GB eMMC - Play Store - Chrome OS - Black Brand  Dell SKU  280252126_PK-1508230264 Display Size  Below 32 Inches Memory Type  4GB 2400MHz LPDDR4 Graphics Memory  4 GB Storage Speed  SSD Battery Type  Lithium-ion No. of Battery Cells  3 Backlit Keyboard  No No. of USB 2.0 Ports  NULL No. of USB 3.0 Ports  NULL Input Output ports  HDMI No. of USB 3.1 Ports  2 AC Adapter  Yes No. of HDMI Ports  1 No. of VGA Ports  NULL Graphic Card  Intel Card Reader  2-in-1 Dimensions  ?8.2 x 12 x 0.8 inches Processor  Intel Hard Disk (GB)  32GB CPU Speed (GHz)  2-3GHz Operating System  Chrome OS Screen Resolution  ?1366 x 768 PixelsWhat’s in the boxLaptop - Charger - Power Cable",https://static-01.daraz.pk/p/1140ac7fdad7f813b363493d1500b68c.jpg_750x750.jpg_.webp,
https://www.daraz.pk/products/chromebook-3380-133-inches-4-gb-ram-32-gb-ssd-built-in-camera-with-special-gift-i425363455-s2014766003.html?search=1,chromebook 3380 13.3 inches 4 gb ram 32 gb ssd built in camera with special gift,"Rs. 15,999","? Playstore All Apps Supported        ? Display : 14 Inch        ? Processor : Intel Celeron 1.60 GHz        ? Intel HD Graphics 510        ? Ram : 4GB DDR3 1600 MHZ        ? Storage : 32GB Storage        ? Bluetooth        Keyboard And touchPad        ? Operating System : Google Chrome        ? 3 Cell Li-Po Battery ( 6-7 ) Hours Battery Timing            Chromebook 3380
    
? Playstore All Apps Supported
    
? Display : 14 Inch
    
? Processor : Intel Celeron 1.60 GHz
    
? Intel HD Graphics 510
    
? Ram : 4GB DDR3 1600 MHZ
    
? Storage : 32GB Storage
    
? Bluetooth
    
Keyboard And touchPad
    
? Operating System : Google Chrome
    
? 3 Cell Li-Po Battery ( 6-7 ) Hours Battery Timing
    
? SD Card Slot Expendable memory
    
? Audio and microphone Jack
    
? Built-in Microphone
    
? Webcam Builtin
    
? 2x USB Port
    
? 1x HDMI Port
    
? HD Audio Speaker
    
? Connection : WIFI
    
? With Charger
    
? BEST for Online Classes , Browsing , using android apps , watching movies , and Long battery hour Use...
Specifications of chromebook 3380 13.3 inches 4 gb ram 32 gb ssd built in camera with special gift Brand  No Brand SKU  425363455_PK-2014766003 Graphics Memory  4 gbWhat’s in the box1x chromebook 1x cable 1x charger 1x gift",https://static-01.daraz.pk/p/aef743c61e8ae868f86501132b17aa2e.jpg_750x750.jpg_.webp,
https://www.daraz.pk/products/daraz-like-new-laptops-dell-chromebook-11-3180-4gb-ram-16gb-ssd-free-laptop-bag-i427035598-s2026953246.html?search=1,Daraz Like New Laptops - Dell Chromebook 11 3180 - 4GB RAM - 16GB SSD (FREE LAPTOP BAG),"Rs. 13,499","6 Months Warranty (T&C apply)Warranty Center Location: KarachiDaraz Like New products are in Good Condition. They feel like new.Fully functional with all features working, with minimal scratches, minor usage but no damage.A preinstalled operating systemProduct will be in Daraz Like New Original PackagingWarranty is void in the event of improper use, negligence and forceful damage by the customer.Warranty means repair or replacement warranty.Any issues related to windows/ Operating systems and drivers must be claimed through warranty.Proof of Purchase must be required for warranty claim.Warranty does not cover burned, broken deformed, water damage, sound distortion.No display / screen, touch, Keyboard & buttons warranty.Warranty will be void if security sticker seals are removed.Battery Backup: 1.5 hours (90 minutes) battery backupCharger may not be original but compatible.Brand: DellModel: Chromebook 11 3180Operating System: Chrome OSProcessor: Intel Celeron N3060Screen Size: 11.6 inGraphics Processing Type: Integrated/On-Board GraphicsRAM Size: 4GBSSD Capacity: 16 GBMost Suitable For: Casual ComputingSeries: ChromebookConnectivity: Micro SD Card Reader, Wi-Fi, Bluetooth, HDMI, USB 3.0Features: Wi-Fi, Bluetooth, Built-in WebcamSurvives school days and school kids.Good past the last bell: With at least 10 hours of battery life, this trusty PC gets kids through even the longest school days.

Designed to be kid-proof: The Chromebook 3180 Education laptop comes with a sealed, spill-resistant keyboard, rubberized edges and Drop Protection, so it can withstand lockers, lunchrooms, backpacks and buses.

Collaborative construction: A 180-degree hinge allows the system to lay flat, making it easier to share content on the Corning Gorilla Glass screen with up to 10x higher scratch resistance.
One machine to charge them all.
The optional mobile computing cart with a space-saving design makes it easy to charge, manage, and store up to 36 systems at once. An LED light lets teachers easily see that all devices are actively charging.Google gives you more.Evolved for modern education: The Chromebook G Suite for Education features a wealth of Google apps for students and teachers, including Classroom. This core feature keeps students organized and in touch and allows teachers to create, distribute and grade assignments simply and in one place.

Learning lit up: Improve student-teacher engagement with the Dell Activity Light, an innovative 3-color LED. It provides a visual indicator that allows non-disruptive communication.Ports & Slots1. Combo headphone/microphone jack | 2. Noble Wedge Lock slot | 3. Dell Activity Light| 4. AC Power | 5. USD Card Reader | 6. Full Size HDMI | 7. 2 USB 3.1 Gen1Dimensions & Weight1. Height: 20.75 mm (0.81"") | 2. Width: 303.3 mm (11.94"") | 3. Depth: 206 mm (8.11"") | Weight: 1.27kg (2.79 lbs)Specifications of Daraz Like New Laptops - Dell Chromebook 11 3180 - 4GB RAM - 16GB SSD (FREE LAPTOP BAG) Brand  Dell SKU  427035598_PK-2026953246 Generation  Others Memory Type  4 GB RAM Graphics Memory  INTEL Storage Speed  16 GB ROM Warranty Policy EN  6 Months Software & Service + 45 Days Battery WarrantyWhat’s in the boxLAPTOP CHARGER AND WARANTY CARD",https://static-01.daraz.pk/p/2eeca9c1d827b637aca5a8f4875297bc.jpg_750x750.jpg_.webp,
https://www.daraz.pk/products/i3-frist-generation-4gb-ram-and-250gb-hard-disk-with-charger-i320552321-s2022234983.html?search=1,I3 Frist generation 4gb ram and 250gb hard disk with charger,"Rs. 21,000",I3 Frist generation 4gb ram 250gb hard diskFresh conditionBattery timing1.5hr warranty on Intel Core i32.40 GHz4GB RAM250GB HDD SATADVD/RW super Drive14.0 inches ScreenHD LEDSilver ColorOriginal CameraOriginal Charger with Original Power cableBattery timing 2 hours6 cell BatteryAll Ports are workingvery Good conditionavailable in quantityI3 Frist generation 4gb ram 250gb hard diskFresh conditionBattery timing1.5hr warranty on Intel Core i32.40 GHz4GB RAM250GB HDD SATADVD/RW super Drive14.0 inches ScreenHD LEDSilver ColorOriginal CameraOriginal Charger with Original Power cableBattery timing 2 hours6 cell BatteryAll Ports are workingvery Good conditionavailable in quantitySpecifications of I3 Frist generation 4gb ram and 250gb hard disk with charger Brand  No Brand SKU  320552321_PK-2022234983 Graphics Memory  intal hdWhat’s in the boxI3 Frist generation 4gb ram and 250gb hard disk with charger,https://static-01.daraz.pk/p/8166389e52b04e79891a130ce1fd4bbd.jpg_750x750.jpg_.webp,
https://www.daraz.pk/products/3189-will-416-i427327932-s2028980342.html?search=1,Dell chromebook 3189 touch screen | 4/16 | long battery backup playstore  | refurbished,"Rs. 15,999","Series: ?Dell 3189 Convertible Chromebook4GB RAM16GB StorageProcessor: ?2.48 GHz celeron_3865uChrome OSPlaystore SupportedTouch Screen12? inches screen360-degree Hinge2-in-1 Laptop/TabletBest for Online Class and online work or call center and gamingIntel Dual Band Wireless-AC AC Wi-FiBT 4.0 LE Wireless Card (2×2)5 to 6 hoursFresh ConditionHDMI Support2 Usb portWith ChargerSeries: ?Dell 3189 Convertible Chromebook
4GB RAM
16GB Storage
Processor: ?2.48 GHz celeron_3865u
Chrome OS
Playstore Supported
Touch Screen
12? inches screen
360-degree Hinge
2-in-1 Laptop/Tablet
Best for Online Class and online work or call center and gaming
Intel Dual Band Wireless-AC AC Wi-Fi
BT 4.0 LE Wireless Card (2×2)
5 to 6 hours
Fresh Condition
HDMI Support
2 Usb port
With ChargerSpecifications of Dell chromebook 3189 touch screen | 4/16 | long battery backup playstore  | refurbished Brand  No Brand SKU  427327932_PK-2028980342 Model  3189 Cl Cable Length  1m System Memory  4gb ram Express delivery  Lahore Graphics Memory  16 gb romWhat’s in the box1x chromebook 1x charger",https://static-01.daraz.pk/p/72e85805c7da9956247f42c33c94eb2b.jpg_750x750.jpg_.webp,
https://www.daraz.pk/products/hp-chromebook-14-4gb-ram-16gb-rom-playstore-supported-14-inch-hd-display-best-battery-backup-free-laptop-bag-i427361961-s2029313767.html?search=1,Hp Chromebook 14 - 4GB Ram - 16GB Rom - Playstore Supported - 14 inch HD Display - Best Battery Backup -  Free Laptop Bag,"Rs. 19,999","Hp Chromebook 14 G4Playstore SupportedIntel Celeron N2840 / 2.16 GHzMemory 4GB RamStorage 16GB RomDisplay Size 14.1 InchAnti-Glare IPS DisplayCompany Fitted CameraUSB Ports, HDMI Port, Headphone JackUltra Slim Smart LaptopBattery Backup Minimum 3-4 HoursExpect minor scratches, dent on the body and minor spots on the screen as these are American used laptops1 Month Warranty (T&C apply)Warranty Center Location: KarachiA preinstalled operating systemWarranty is void in the event of improper use, negligence and forceful damage by the customer.Warranty means repair or replacement warranty.Any issues related to windows/ Operating systems and drivers must be claimed through warranty.Proof of Purchase must be require for warranty claim.Warranty does not cover burned, broken deformed, water damage, sound distortion.No display / screen, touch, keyboard & buttons warranty.Warranty will be void if security sticker / seals are removed.Battery Backup: 1.5 hours (90 minutes) battery backupCharger may not be original but compatibleHp Chromebook 14 G4
Playstore Supported
Intel Celeron N2840 / 2.16 GHz
Memory 4GB Ram
Storage 16GB Rom
Display Size 14.1 Inch
Anti-Glare IPS Display
Company Fitted Camera
USB Ports, HDMI Port, Headphone Jack
Ultra Slim Smart Laptop
Battery Backup Minimum 3-4 Hours

Expect minor scratches, dent on the body and minor spots on the screen as these are American used laptops1 Month Warranty (T&C apply)Warranty Center Location: Karachi
A preinstalled operating system
Warranty is void in the event of improper use, negligence and forceful damage by the customer.Warranty means repair or replacement warranty.Any issues related to windows/ Operating systems and drivers must be claimed through warranty.Proof of Purchase must be require for warranty claim.Warranty does not cover burned, broken deformed, water damage, sound distortion.No display / screen, touch, keyboard & buttons warranty.Warranty will be void if security sticker / seals are removed.Battery Backup: 1.5 hours (90 minutes) battery backupCharger may not be original but compatibleSpecifications of Hp Chromebook 14 - 4GB Ram - 16GB Rom - Playstore Supported - 14 inch HD Display - Best Battery Backup -  Free Laptop Bag Brand  HP SKU  427361961_PK-2029313767 Graphics Memory  12mb Warranty Policy EN  30 Days Months Software & Service + 30 Days Battery WarrantyWhat’s in the boxLaptop, Charger & Laptop Bag",https://static-01.daraz.pk/p/2f2206d6bb5584e019df0d9eb48014fb.jpg_750x750.jpg_.webp,
https://www.daraz.pk/products/_dell-intel-core-i7-6th-generation-16gb-ddr4-ram-512gb-ssd-hard-drive-3hours-battery-backup-free-laptop-bag-i338752248-s1751064964.html?search=1,"_DELL Intel Core i7 6th Generation - 16GB DDR4 ram , 512GB SSD Hard Drive - 3Hours+ Battery Backup - FREE LAPTOP BAG","Rs. 75,000","Brand : _DELLModel : Latitude E7270Processor : Intel Core i7Generation : 6th Generation RAM : 16GB DDR4SSD Hard Drive : 512GBBattery Timing : 3Hours+Charger is also included with the laptopCondition of the laptop is 10 by 10 A++ WARRANTY : 7 DaysWIFI : YESTOUCHPAD : YESBluetooth : YESHigh Sound Speakers.Display : HDResolution : 1366 x 768Graphics Processor :  Intel HD GraphicsScreen Size : 12.5 inches.FREE LAPTOP BAGBrand : _DELLModel : Latitude E7270Processor : Intel Core i7Generation : 6th Generation RAM : 16GB DDR4SSD Hard Drive : 512GBBattery Timing : 3Hours+Charger is also included with the laptopCondition of the laptop is 10 by 10 A++ WARRANTY : 7 DaysWIFI : YESTOUCHPAD : YESBluetooth : YESHigh Sound Speakers.Display : HDResolution : 1366 x 768Graphics Processor :  Intel HD GraphicsScreen Size : 12.5 inches.FREE LAPTOP BAGSpecifications of _DELL Intel Core i7 6th Generation - 16GB DDR4 ram , 512GB SSD Hard Drive - 3Hours+ Battery Backup - FREE LAPTOP BAG Brand  No Brand SKU  338752248_PK-1751064964 Display Size  Below 32 Inches CPU Manufacturer  Intel Core i7 Camera Front (Megapixels)  5-6 MP Memory Type  16GB DDR4 RAM Graphics Memory  INTEL HD GRAPHICS Storage Speed  512GB SSD HARD DRIVE Battery Type  3Hours+ No. of Battery Cells  3Hours+ Backlit Keyboard  YES No. of USB 2.0 Ports  1 No. of USB 3.0 Ports  1 Touch Pad  Yes Input Output ports  USB 3.0 No. of USB 3.1 Ports  1 AC Adapter  Yes No. of HDMI Ports  1 No. of VGA Ports  1 Express delivery  Multan Graphic Card  Intel Card Reader  2-in-1 system_memory_new  16GB Battery Life  1-5 Hour Dimensions  12.5 inches Screen Size storage_capacity_new  512GB Processor  Intel Core i7 Hard Disk (GB)  512GB CPU Speed (GHz)  2-3GHz Wireless Connectivity  WIFI + Bluetooth Operating System  Windows 10 condition  Export Processor Type  Intel Core i7 Screen Resolution  Resolution : 1366 x 768What’s in the boxLaptop & Charger",https://static-01.daraz.pk/p/7ef8fe4e31c98b9c58449fd6337b743c.jpg_750x750.jpg_.webp,
https://www.daraz.pk/products/apple-macbook-pro-a1278-mid-2012-with-25ghz-intel-core-i5-133-inch-4gb-ram-500gb-dual-operating-system-macos-windows-10-supported-silver-i309871929-s2082914722.html?search=1,"Apple MacBook Pro A1278 Mid 2012 With 2.5GHz Intel Core i5 (13.3 inch, 4GB RAM, 500GB) (Dual Operating System MacOS & Windows 10 Supported) Silver","Rs. 41,999","• Apple MacBook Pro A1278 with 500GB storage and 4GB RAM.• 2.5GHz Dual-Core Core i5 processor with two CPU cores.• WIFI + Bluetooth wireless type for easy connectivity.• Backlit keyboard and front camera with 2-3MP.• Dual operating system MacOS & Windows 10 Supported.• 13.3-inch LED display with 1280 x 800 pixels resolution.• Lithium-polymer battery with 1-5 hour battery life.• AC port input output ports and touch pad.• Export condition with silver color and 1GB & under graphics memory.• Dimensions: Width-12.78 inches, Depth-8.94 inches, Height-0.95 inches.• DDR3 memory (RAM) and Intel graphic card.• MacOS Catalina operating system and software offerings.• Fully functional with all features working, with minimal scratches, minor usage but no damageThe Apple MacBook Pro A1278 is a powerful laptop that comes with a 2.5GHz Dual-Core Core i5 processor and 4GB DDR3 memory (RAM). It has a 500GB storage capacity with a 5400 RPM drive, which can be upgraded to an SSD for better performance. The laptop has a 13.3-inch LED display with a resolution of 1280 x 800 pixels. It also features a backlit keyboard, touchpad, and a front camera of 2-3MP. The laptop runs on Mac OS Catalina and has a dual operating system of MacOS & Windows 10 supported. The battery life is between 1-5 hours and it comes with a lithium-polymer battery. The laptop has an AC port and other input-output ports. The laptop is in export condition 10/9 and has a silver color. The dimensions of the laptop are approximately 12.78 inches (32.5 cm) in width, 8.94 inches (22.7 cm) in depth, and 0.95 inches (2.41 cm) in height. The laptop is perfect for those who need a powerful machine for multitasking and more demanding tasks.
Warranty means repair or replacement warranty.Any issues related to windows/ Operating systems and drivers must be claimed through warranty.Proof of Purchase must be require for warranty claim.Warranty does not cover burned, broken deformed, water damage, sound distortion.No display / screen, touch, keyboard & buttons warranty.Warranty will be void if security sticker / seals are removed.Battery Backup: 1.5 hours (90 minutes) battery backupCharger may not be original but compatibleSpecifications of Apple MacBook Pro A1278 Mid 2012 With 2.5GHz Intel Core i5 (13.3 inch, 4GB RAM, 500GB) (Dual Operating System MacOS & Windows 10 Supported) Silver Brand  No Brand SKU  309871929_PK-2082914722 CPU Cores  two CPU cores CPU Manufacturer  Intel Core i5 Camera Front (Megapixels)  2-3MP Memory Type  DDR3 memory (RAM)
It's important to note that while the 2012 MacBook Pro A1278 originally came with 4GB of RAM, you could upgrade the RAM to a higher capacity if you needed better performance for multitasking and more demanding tasks Graphics Memory  intel Storage Speed  5400 RPM drives
you can make is to replace the HDD with an SSD Battery Type  lithium-polymer battery Software Offerings  Mac OS Touch Pad  Yes Input Output ports  AC port System Memory  4GB Graphic Card  Intel Battery Life  1-5 Hour Dimensions  Width: Approximately 12.78 inches (32.5 cm)
Depth: Approximately 8.94 inches (22.7 cm)
Height: Approximately 0.95 inches (2.41 cm) Storage Capacity New  500GB Graphics memory  1GB & Under Hard Disk (GB)  500GB CPU Speed (GHz)  2.5 Wireless Connectivity  WIFI + Bluetooth Operating System  Mac OS X condition  Export Processor Type  Intel Core i5 Resolution  1280 x 800 pixels Warranty Policy EN  3 Months Software & Service + 45 Days Battery WarrantyWhat’s in the boxLaptop, Charger & Power Cable",https://static-01.daraz.pk/p/43c3d67d5cb812cba16452d88898a615.png_750x750.jpg_.webp,
